,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality,alcohol_higher,va_high
153,7.5,0.6,0.03,0.095,99.0,0.995,0.54,10.1,5,0,1
958,6.4,0.57,0.12,0.12,36.0,0.99519,0.71,11.3,7,0,0
655,9.7,0.55,0.17,0.087,53.0,1.0004,0.61,9.4,5,0,0
781,6.5,0.46,0.14,0.114,37.0,0.99732,0.65,9.8,5,0,0
771,9.4,0.685,0.26,0.082,143.0,0.9978,0.55,9.4,5,0,1
562,9.0,0.54,0.49,0.094,110.0,0.9982,0.61,9.2,5,0,0
100,8.3,0.61,0.3,0.084,50.0,0.9972,0.61,10.2,6,0,1
934,6.6,0.61,0.01,0.08,25.0,0.99746,0.73,10.5,5,0,1
54,7.6,0.51,0.15,0.11,73.0,0.9955,0.63,10.2,6,0,0
1108,8.1,0.78,0.1,0.09,13.0,0.99855,0.49,9.5,5,0,1
318,9.8,0.66,0.39,0.083,59.0,0.9989,0.71,11.5,7,0,1
1104,8.0,0.48,0.34,0.073,25.0,0.9936,0.66,12.4,6,1,0
161,7.6,0.68,0.02,0.072,20.0,0.9965,1.08,9.2,4,0,1
537,8.1,0.825,0.24,0.084,13.0,0.9972,0.77,10.7,6,0,1
1059,8.9,0.48,0.53,0.101,10.0,0.99586,0.59,12.1,7,1,0
1199,7.9,0.58,0.23,0.076,94.0,0.99686,0.58,9.5,6,0,0
1198,7.7,0.26,0.26,0.052,77.0,0.9951,0.79,10.9,6,0,0
224,8.4,0.635,0.36,0.089,55.0,0.99745,0.57,10.4,4,0,1
113,10.1,0.31,0.44,0.08,46.0,0.9988,0.67,9.7,6,0,0
1053,8.3,0.33,0.42,0.07,20.0,0.99426,0.77,12.7,7,1,0
128,8.0,0.59,0.16,0.065,16.0,0.9962,0.92,10.5,7,0,0
706,7.0,0.78,0.08,0.093,19.0,0.9956,0.47,10.0,5,0,1
865,7.2,0.635,0.07,0.077,86.0,0.99748,0.54,9.7,5,0,1
616,9.6,0.6,0.5,0.079,71.0,0.9997,0.57,9.7,5,0,1
1438,7.0,0.59,0.0,0.052,8.0,0.996,0.47,10.3,5,0,0
811,12.9,0.5,0.55,0.072,24.0,1.00012,0.68,10.9,6,0,0
1546,7.0,0.57,0.02,0.072,26.0,0.99575,0.61,10.2,5,0,0
1096,6.6,0.725,0.09,0.117,17.0,0.99655,0.49,10.8,6,0,1
1007,9.1,0.3,0.34,0.064,25.0,0.99516,0.84,11.7,7,1,0
1074,7.5,0.77,0.2,0.098,92.0,0.99892,0.58,9.2,5,0,1
1242,9.0,0.4,0.41,0.058,40.0,0.99414,0.6,12.2,6,1,0
265,11.8,0.26,0.52,0.071,10.0,0.9968,0.72,10.2,7,0,0
1422,7.0,0.54,0.0,0.079,55.0,0.9956,0.84,11.4,6,0,0
8,7.8,0.58,0.02,0.073,18.0,0.9968,0.57,9.5,7,0,0
611,13.2,0.38,0.55,0.081,16.0,1.0006,0.54,9.4,5,0,0
902,7.4,0.635,0.1,0.08,33.0,0.99736,0.69,10.8,7,0,1
1330,7.4,0.6,0.26,0.083,91.0,0.99616,0.56,9.8,6,0,1
1407,6.0,0.51,0.0,0.064,54.0,0.995,0.93,10.7,6,0,0
1208,7.2,0.36,0.46,0.074,44.0,0.99534,0.85,11.0,7,0,0
1518,7.4,0.47,0.46,0.114,20.0,0.99647,0.63,10.5,5,0,0
1524,6.0,0.42,0.19,0.075,47.0,0.99522,0.78,10.0,6,0,0
1021,11.3,0.36,0.66,0.123,8.0,0.99642,0.53,11.9,6,1,0
685,8.1,0.78,0.23,0.059,15.0,0.997,0.56,11.3,5,0,1
1153,9.6,0.42,0.35,0.083,38.0,0.99622,0.66,11.1,6,0,0
436,8.0,0.67,0.3,0.06,62.0,0.9958,0.56,10.2,6,0,1
465,10.0,0.29,0.4,0.098,26.0,1.0006,0.91,9.7,5,0,0
755,7.8,0.91,0.07,0.058,47.0,0.99525,0.43,10.7,6,0,1
700,10.6,1.02,0.43,0.076,88.0,0.9984,0.57,10.1,6,0,1
88,9.3,0.39,0.44,0.107,125.0,0.9978,1.22,9.5,5,0,0
1253,7.9,0.66,0.0,0.096,13.0,0.99569,0.58,9.5,5,0,1
885,8.9,0.75,0.14,0.086,30.0,0.99824,0.64,10.5,5,0,1
1520,6.5,0.53,0.06,0.063,44.0,0.99489,0.83,10.3,6,0,0
1370,8.7,0.78,0.51,0.415,66.0,0.99623,1.17,9.2,5,0,1
942,10.1,0.43,0.4,0.092,52.0,0.99834,0.64,10.0,7,0,0
887,10.7,0.52,0.38,0.066,56.0,0.99577,0.79,12.1,7,1,0
715,7.2,0.49,0.18,0.069,34.0,0.9967,0.48,9.2,6,0,0
1299,7.6,1.58,0.0,0.137,9.0,0.99476,0.4,10.9,3,0,1
369,9.4,0.27,0.53,0.074,18.0,0.9962,1.13,12.0,7,1,0
976,7.2,0.41,0.3,0.083,72.0,0.997,0.52,9.4,5,0,0
358,11.9,0.43,0.66,0.109,23.0,1.0,0.85,10.4,7,0,0
1132,7.4,0.36,0.34,0.075,38.0,0.9933,0.88,13.6,7,1,0
92,8.6,0.49,0.29,0.11,133.0,0.9972,1.98,9.8,5,0,0
1049,9.3,0.5,0.36,0.084,17.0,0.99704,0.77,10.8,6,0,0
1385,8.0,0.81,0.25,0.076,85.0,0.99668,0.42,9.2,5,0,1
1333,9.1,0.775,0.22,0.079,48.0,0.9976,0.51,9.6,5,0,1
890,7.2,0.34,0.24,0.071,52.0,0.99576,0.58,10.1,5,0,0
852,8.0,0.42,0.32,0.08,122.0,0.99801,1.07,9.7,5,0,0
1387,7.4,0.64,0.07,0.1,23.0,0.9961,0.58,9.6,5,0,1
1322,9.1,0.34,0.42,0.058,18.0,0.99392,0.55,11.4,5,0,0
102,8.1,0.545,0.18,0.08,35.0,0.9972,0.59,9.0,6,0,0
1440,7.2,0.37,0.32,0.062,28.0,0.9947,0.73,11.3,7,0,0
507,11.2,0.67,0.55,0.084,13.0,1.0,0.71,9.5,6,0,1
693,9.0,0.48,0.32,0.084,122.0,0.9984,0.62,9.4,5,0,0
843,7.1,0.685,0.35,0.088,92.0,0.9963,0.62,9.4,5,0,1
506,10.4,0.24,0.46,0.075,21.0,0.9976,1.02,10.8,7,0,0
345,7.0,0.685,0.0,0.067,63.0,0.9979,0.81,9.9,5,0,1
1124,6.5,0.58,0.0,0.096,13.0,0.99557,0.62,11.5,4,0,0
1246,7.4,0.74,0.07,0.086,48.0,0.99502,0.48,10.0,5,0,1
1252,7.1,0.72,0.0,0.123,14.0,0.99627,0.58,9.8,5,0,1
1273,7.5,0.58,0.2,0.073,44.0,0.99494,0.43,9.3,5,0,0
448,8.6,0.53,0.22,0.1,27.0,0.9967,0.56,10.2,6,0,0
810,7.3,0.49,0.1,0.068,14.0,0.99562,0.47,10.5,5,0,0
104,7.2,0.49,0.24,0.07,36.0,0.996,0.48,9.4,5,0,0
1115,7.0,0.69,0.07,0.091,21.0,0.99572,0.6,11.3,6,0,1
1317,9.9,0.44,0.46,0.091,41.0,0.99638,0.69,11.9,6,1,0
348,9.6,0.56,0.31,0.089,46.0,0.9979,0.92,10.0,6,0,0
1403,7.2,0.33,0.33,0.061,13.0,0.996,1.1,10.0,8,0,0
1064,8.2,0.74,0.09,0.067,10.0,0.99418,0.57,11.8,6,1,1
772,9.5,0.57,0.27,0.082,144.0,0.99782,0.55,9.4,5,0,0
352,7.7,0.665,0.0,0.09,19.0,0.9974,0.73,9.3,5,0,1
1415,6.2,0.58,0.0,0.065,18.0,0.9966,0.84,9.4,5,0,0
1293,7.5,0.755,0.0,0.084,12.0,0.99672,0.49,9.7,4,0,1
800,7.2,0.61,0.08,0.082,108.0,0.99641,0.51,9.4,5,0,1
795,10.8,0.89,0.3,0.132,60.0,0.99786,1.18,10.2,5,0,1
832,10.4,0.44,0.42,0.145,48.0,0.99832,0.86,9.9,3,0,0
561,9.0,0.44,0.49,0.078,121.0,0.9978,0.58,9.2,5,0,0
82,7.4,0.5,0.47,0.086,73.0,0.997,0.57,9.1,5,0,0
1553,7.3,0.735,0.0,0.08,28.0,0.99765,0.6,9.4,5,0,1
1101,7.4,0.49,0.27,0.071,25.0,0.99388,0.63,12.0,6,1,0
780,7.0,0.57,0.0,0.19,45.0,0.99676,0.6,9.4,6,0,0
1141,8.2,0.38,0.32,0.08,71.0,0.99624,0.85,11.0,6,0,0
227,9.0,0.82,0.14,0.089,23.0,0.9984,0.63,9.8,5,0,1
103,8.1,0.575,0.22,0.077,65.0,0.9967,0.51,9.2,5,0,0
522,8.2,0.39,0.49,0.099,133.0,0.9979,0.99,9.8,5,0,0
1505,6.7,0.76,0.02,0.078,12.0,0.996,0.63,9.95,3,0,1
335,11.9,0.695,0.53,0.128,21.0,0.9992,0.84,12.2,7,1,1
816,9.8,0.51,0.19,0.081,30.0,0.9984,0.58,10.5,6,0,0
814,12.6,0.41,0.54,0.103,41.0,0.99939,0.76,11.3,6,0,0
735,7.7,0.965,0.1,0.112,22.0,0.9963,0.5,9.5,5,0,1
445,9.5,0.735,0.1,0.079,31.0,0.9986,0.56,10.1,6,0,1
776,6.9,0.765,0.18,0.243,48.0,0.99612,0.6,10.3,6,0,1
638,7.7,0.915,0.12,0.143,23.0,0.9964,0.65,10.2,7,0,1
163,7.4,0.6,0.26,0.07,121.0,0.9982,0.49,9.4,5,0,1
1483,8.1,0.33,0.44,0.042,12.0,0.99542,0.61,10.7,5,0,0
1187,7.0,0.43,0.3,0.085,39.0,0.99346,0.46,11.9,6,1,0
1255,6.1,0.64,0.02,0.069,46.0,0.99358,0.45,11.0,5,0,1
891,7.2,0.66,0.03,0.078,86.0,0.99743,0.57,9.7,5,0,1
774,7.9,0.4,0.3,0.157,45.0,0.99727,0.91,9.5,6,0,0
230,5.2,0.48,0.04,0.054,106.0,0.9927,0.62,12.2,7,1,0
1528,7.9,0.29,0.49,0.096,59.0,0.99714,0.67,10.1,6,0,0
899,8.3,1.02,0.02,0.084,11.0,0.99892,0.49,11.0,3,0,1
181,8.9,0.61,0.49,0.27,110.0,0.9972,1.02,9.3,5,0,1
1497,6.9,0.74,0.03,0.054,16.0,0.99508,0.63,11.5,6,0,1
1354,7.2,0.58,0.03,0.077,28.0,0.99568,0.52,10.0,5,0,0
717,7.6,0.46,0.11,0.079,49.0,0.9968,0.57,10.0,5,0,0
1560,7.8,0.6,0.26,0.08,131.0,0.99622,0.52,9.9,5,0,1
1404,8.0,0.5,0.39,0.082,46.0,0.9985,0.62,10.7,6,0,0
234,8.2,1.0,0.09,0.065,37.0,0.99685,0.55,9.0,6,0,1
462,11.0,0.26,0.68,0.085,25.0,0.997,0.61,11.8,5,1,0
937,12.0,0.63,0.5,0.071,26.0,0.99791,0.6,10.4,4,0,1
1454,11.7,0.45,0.63,0.073,23.0,0.99974,0.69,10.9,6,0,0
233,6.9,0.52,0.25,0.081,37.0,0.99685,0.5,11.0,5,0,0
854,9.3,0.36,0.39,0.08,55.0,0.99652,0.73,10.9,6,0,0
115,9.4,0.4,0.31,0.09,62.0,0.9966,0.63,10.5,6,0,0
1067,11.1,0.31,0.53,0.06,10.0,0.99572,0.83,10.9,7,0,0
802,5.1,0.585,0.0,0.044,86.0,0.99264,0.94,12.9,7,1,0
170,7.9,0.885,0.03,0.058,8.0,0.9972,0.33,9.1,4,0,1
1344,11.5,0.42,0.48,0.077,20.0,0.99852,0.53,11.0,5,0,0
714,9.9,0.74,0.28,0.078,77.0,0.998,0.51,9.8,5,0,1
1044,6.4,0.39,0.33,0.046,53.0,0.99294,0.62,12.2,6,1,0
1361,8.3,0.85,0.14,0.093,54.0,0.99724,0.54,10.1,5,0,1
1402,7.6,0.3,0.42,0.052,24.0,0.9963,0.82,11.9,6,1,0
1526,6.8,0.47,0.08,0.064,38.0,0.99553,0.65,9.6,6,0,0
765,9.2,0.67,0.1,0.091,48.0,0.99888,0.54,9.5,6,0,1
991,7.1,0.34,0.28,0.082,68.0,0.99694,0.48,9.4,5,0,0
381,13.7,0.415,0.68,0.085,43.0,1.0014,0.8,10.0,6,0,0
158,7.1,0.68,0.0,0.073,22.0,0.9969,0.5,9.3,5,0,1
1368,8.0,0.77,0.32,0.079,74.0,0.99656,0.5,9.8,6,0,1
1493,7.7,0.54,0.26,0.089,147.0,0.99636,0.59,9.7,5,0,0
1577,6.2,0.7,0.15,0.076,27.0,0.99622,0.6,11.9,6,1,1
123,8.0,0.71,0.0,0.08,34.0,0.9976,0.53,9.5,5,0,1
1174,7.6,0.36,0.31,0.079,65.0,0.99716,0.62,9.5,6,0,0
539,11.2,0.5,0.74,0.1,17.0,0.9996,0.62,11.2,5,0,0
569,6.2,0.36,0.24,0.095,42.0,0.9946,0.57,11.7,6,1,0
1558,6.9,0.63,0.33,0.235,115.0,0.99787,0.56,9.5,5,0,1
1523,6.8,0.48,0.25,0.076,61.0,0.9953,0.6,10.4,5,0,0
101,7.8,0.5,0.3,0.075,22.0,0.9959,0.56,10.4,6,0,0
652,15.9,0.36,0.65,0.096,71.0,0.9976,0.84,14.9,5,1,0
968,9.0,0.4,0.43,0.068,46.0,0.9943,0.6,12.2,6,1,0
1262,9.8,0.45,0.38,0.081,66.0,0.99726,0.58,9.8,5,0,0
738,9.0,0.46,0.23,0.092,104.0,0.9983,0.56,9.2,5,0,0
1038,8.7,0.41,0.41,0.078,42.0,0.9953,0.77,12.6,7,1,0
500,7.8,0.52,0.25,0.081,38.0,0.9984,0.65,9.0,6,0,0
1363,8.0,0.83,0.27,0.08,63.0,0.99652,0.48,9.8,4,0,1
1416,10.0,0.32,0.59,0.077,15.0,0.9994,0.78,9.6,5,0,0
114,7.8,0.56,0.19,0.104,47.0,0.9964,0.93,9.5,5,0,0
292,10.4,0.55,0.23,0.091,48.0,0.9994,0.64,10.3,6,0,0
872,7.3,0.35,0.24,0.067,48.0,0.99576,0.54,10.0,4,0,0
502,10.4,0.44,0.73,0.074,76.0,0.999,0.85,12.0,7,1,0
862,7.5,0.42,0.32,0.067,25.0,0.99628,0.44,10.4,5,0,0
646,7.3,0.67,0.05,0.107,20.0,0.9972,0.63,10.1,5,0,1
359,12.6,0.38,0.66,0.088,41.0,1.001,0.68,9.8,6,0,0
547,10.6,0.31,0.49,0.067,21.0,0.9987,0.86,10.7,6,0,0
1467,6.7,1.04,0.08,0.067,32.0,0.99648,0.57,11.0,4,0,1
964,8.5,0.47,0.27,0.058,38.0,0.99518,0.85,11.1,6,0,0
863,7.2,0.62,0.06,0.078,84.0,0.99746,0.53,9.7,5,0,1
1574,5.6,0.31,0.78,0.074,92.0,0.99677,0.48,10.5,6,0,0
366,12.8,0.615,0.66,0.083,42.0,1.0022,0.73,10.0,7,0,1
38,5.7,1.13,0.09,0.172,19.0,0.994,0.48,9.8,4,0,1
252,11.1,0.35,0.48,0.09,21.0,0.9986,0.53,10.5,5,0,0
440,12.6,0.31,0.72,0.072,29.0,0.9987,0.82,9.8,8,0,0
702,7.0,0.64,0.02,0.067,23.0,0.997,0.67,9.4,6,0,1
1489,6.2,0.57,0.1,0.048,11.0,0.99448,0.76,10.8,6,0,0
143,6.3,0.39,0.08,0.066,20.0,0.9954,0.58,9.4,5,0,0
1127,6.3,0.76,0.0,0.072,52.0,0.99379,0.6,11.5,6,0,1
1032,8.1,0.82,0.0,0.095,14.0,0.99854,0.53,9.6,5,0,1
270,7.9,0.545,0.06,0.087,61.0,0.9965,0.67,10.7,6,0,0
924,8.6,0.47,0.27,0.055,28.0,0.99516,0.8,11.2,5,0,0
1018,8.0,0.18,0.37,0.049,109.0,0.99007,0.44,12.7,6,1,0
245,7.3,0.66,0.0,0.084,23.0,0.9983,0.96,9.9,6,0,1
1125,8.8,0.24,0.35,0.055,27.0,0.99394,0.59,11.3,7,0,0
204,7.0,0.43,0.36,0.089,37.0,0.99615,0.56,9.2,6,0,0
165,7.8,0.63,0.48,0.1,96.0,0.9961,0.62,9.5,5,0,1
867,6.9,0.51,0.23,0.072,22.0,0.99438,0.84,11.2,6,0,0
1142,6.9,0.45,0.11,0.043,12.0,0.99354,0.65,11.4,6,0,0
1050,7.1,0.43,0.17,0.082,51.0,0.99634,0.64,10.4,5,0,0
1341,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6,0,0
728,6.4,0.57,0.02,0.067,11.0,0.997,0.68,9.5,5,0,0
1390,6.0,0.49,0.0,0.068,33.0,0.99292,0.59,12.5,6,1,0
1495,7.0,0.43,0.02,0.08,28.0,0.99492,0.81,10.6,6,0,0
1300,5.2,0.645,0.0,0.08,28.0,0.99444,0.61,12.5,6,1,1
1040,7.4,0.965,0.0,0.088,32.0,0.99756,0.67,10.2,5,0,1
642,9.9,0.54,0.45,0.071,40.0,0.9991,0.62,9.4,5,0,0
411,9.1,0.45,0.35,0.08,78.0,0.9987,0.62,9.5,5,0,0
893,7.2,0.66,0.03,0.078,86.0,0.99743,0.57,9.7,5,0,1
213,8.2,0.57,0.26,0.06,65.0,0.9959,0.43,10.1,5,0,0
888,6.8,0.57,0.0,0.072,64.0,0.99491,0.56,11.2,6,0,0
751,8.3,0.65,0.1,0.089,40.0,0.99803,0.55,9.5,5,0,1
1107,9.1,0.3,0.41,0.068,24.0,0.99523,0.85,11.7,7,1,0
1596,6.3,0.51,0.13,0.076,40.0,0.99574,0.75,11.0,6,0,0
805,8.2,0.28,0.4,0.052,10.0,0.99356,0.7,12.8,7,1,0
1156,8.5,0.18,0.51,0.071,88.0,0.99524,0.76,11.8,7,1,0
133,6.6,0.5,0.01,0.06,26.0,0.9952,0.58,9.8,6,0,0
453,10.4,0.33,0.63,0.084,22.0,0.9998,0.74,11.2,7,0,0
1243,8.3,0.56,0.22,0.082,86.0,0.9983,0.62,9.5,5,0,0
1033,7.5,0.57,0.08,0.089,27.0,0.99592,0.59,10.4,6,0,0
264,12.5,0.56,0.49,0.064,27.0,0.9999,0.87,10.9,5,0,0
1455,6.5,0.9,0.0,0.052,17.0,0.99467,0.63,10.9,6,0,1
1568,7.0,0.56,0.13,0.077,42.0,0.99629,0.59,9.2,5,0,0
1086,8.5,0.34,0.4,0.055,9.0,0.99738,0.66,11.6,7,1,0
1527,7.1,0.53,0.07,0.071,24.0,0.9951,0.66,10.8,6,0,0
1578,6.8,0.67,0.15,0.118,20.0,0.9954,0.67,11.3,6,0,1
878,8.8,0.61,0.19,0.094,69.0,0.99787,0.5,10.0,6,0,1
830,7.5,0.685,0.07,0.058,9.0,0.99632,0.55,10.9,4,0,1
955,8.5,0.21,0.52,0.09,23.0,0.99648,0.67,10.4,5,0,0
1555,7.0,0.56,0.17,0.065,24.0,0.99514,0.68,10.55,7,0,0
1173,7.6,0.36,0.31,0.079,65.0,0.99716,0.62,9.5,6,0,0
418,11.9,0.38,0.51,0.121,20.0,0.9996,0.76,10.4,6,0,0
1562,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5,0,1
1514,6.9,0.84,0.21,0.074,65.0,0.99842,0.72,9.23333333333333,6,0,1
414,8.8,0.52,0.34,0.087,122.0,0.9982,0.61,9.5,5,0,0
573,10.5,0.59,0.49,0.07,47.0,0.9991,0.56,9.6,4,0,0
152,7.5,0.6,0.03,0.095,99.0,0.995,0.54,10.1,5,0,1
936,8.8,0.3,0.38,0.06,72.0,0.99543,0.72,11.8,6,1,0
1328,6.5,0.52,0.11,0.073,38.0,0.9955,0.52,9.3,5,0,0
1512,6.4,0.79,0.04,0.061,17.0,0.99588,0.65,10.4,6,0,1
121,8.8,0.55,0.04,0.119,56.0,0.9962,0.6,10.9,6,0,0
248,7.7,0.53,0.06,0.074,39.0,0.99615,0.48,9.8,6,0,0
1464,6.8,0.59,0.1,0.063,53.0,0.9958,0.67,9.7,5,0,0
580,12.3,0.5,0.49,0.089,14.0,1.0002,0.44,9.6,5,0,0
1175,6.5,0.61,0.0,0.095,59.0,0.99541,0.7,11.5,6,0,1
516,12.5,0.6,0.49,0.1,14.0,1.001,0.74,11.9,6,1,1
443,10.0,0.44,0.49,0.077,19.0,0.9963,0.63,11.6,7,1,0
378,11.4,0.625,0.66,0.088,24.0,0.9988,0.99,13.3,6,1,1
488,11.6,0.32,0.55,0.081,67.0,1.0002,0.92,10.8,7,0,0
1549,7.4,0.36,0.3,0.074,24.0,0.99419,0.7,11.4,8,0,0
225,7.7,0.43,0.25,0.073,63.0,0.99615,0.58,10.5,6,0,0
211,8.0,0.725,0.24,0.083,62.0,0.99685,0.56,10.0,6,0,1
322,7.8,0.62,0.05,0.079,18.0,0.99735,0.63,9.3,5,0,1
1583,6.2,0.46,0.29,0.074,98.0,0.99578,0.62,9.8,5,0,0
1027,6.4,0.795,0.0,0.065,52.0,0.99378,0.52,11.6,5,1,1
1303,8.0,0.28,0.44,0.081,68.0,0.99501,0.66,11.2,5,0,0
1511,7.1,0.69,0.04,0.068,27.0,0.99712,0.67,9.8,5,0,1
736,7.7,0.965,0.1,0.112,22.0,0.9963,0.5,9.5,5,0,1
576,9.9,0.5,0.24,0.103,14.0,0.9978,0.52,10.0,4,0,0
1425,8.3,0.26,0.37,0.076,23.0,0.9974,0.7,9.6,6,0,0
424,7.7,0.96,0.2,0.047,60.0,0.9955,0.44,10.9,5,0,1
130,8.0,0.745,0.56,0.118,134.0,0.9968,0.66,9.4,5,0,1
808,7.4,0.53,0.12,0.165,12.0,0.99702,0.86,9.2,5,0,0
833,11.6,0.47,0.44,0.147,51.0,0.99836,0.86,9.9,4,0,0
449,11.9,0.39,0.69,0.095,35.0,0.9994,0.61,10.8,6,0,0
1431,7.6,0.43,0.31,0.069,74.0,0.9958,0.54,9.9,6,0,0
787,10.0,0.56,0.24,0.079,58.0,0.9991,0.56,10.1,6,0,0
332,8.0,0.58,0.28,0.066,114.0,0.9973,0.54,9.4,6,0,0
579,10.6,0.31,0.49,0.063,40.0,0.9976,0.51,9.8,6,0,0
1389,6.7,0.48,0.02,0.08,111.0,0.99524,0.53,9.7,5,0,0
1150,8.2,0.33,0.32,0.067,12.0,0.99473,0.76,12.8,7,1,0
20,8.9,0.22,0.48,0.077,60.0,0.9968,0.53,9.4,6,0,0
1025,8.6,0.83,0.0,0.095,43.0,0.99822,0.6,10.4,6,0,1
68,9.3,0.32,0.57,0.074,65.0,0.9969,0.79,10.7,5,0,0
1184,6.7,0.64,0.23,0.08,119.0,0.99538,0.7,10.9,5,0,1
904,6.8,0.59,0.06,0.06,18.0,0.9962,0.59,10.8,7,0,0
1426,7.7,0.23,0.37,0.046,60.0,0.9971,0.71,12.1,6,1,0
1258,6.8,0.64,0.0,0.123,33.0,0.99538,0.63,11.3,6,0,1
229,6.9,0.52,0.25,0.081,37.0,0.99685,0.5,11.0,5,0,0
389,9.6,0.38,0.31,0.096,49.0,0.9982,0.7,10.0,7,0,0
467,8.8,0.46,0.45,0.065,18.0,0.9947,0.79,14.0,6,1,0
743,11.6,0.41,0.58,0.096,101.0,1.00024,0.53,10.0,5,0,0
1228,5.1,0.42,0.0,0.044,88.0,0.99157,0.73,13.6,7,1,0
81,7.8,0.43,0.7,0.464,67.0,0.9974,1.28,9.4,5,0,0
945,10.2,0.44,0.42,0.071,20.0,0.99566,0.79,11.1,7,0,0
1342,7.6,0.54,0.02,0.085,31.0,0.99589,0.51,10.4,6,0,0
491,9.2,0.41,0.5,0.055,25.0,0.9952,0.79,13.3,7,1,0
52,6.6,0.5,0.04,0.068,14.0,0.9955,0.64,9.4,6,0,0
944,8.3,0.3,0.49,0.09,24.0,0.99498,0.64,12.1,7,1,0
1008,8.9,0.35,0.4,0.11,24.0,0.99549,0.7,12.0,7,1,0
1241,9.8,0.37,0.39,0.079,65.0,0.99729,0.59,9.8,5,0,0
1248,6.9,0.41,0.33,0.081,36.0,0.9949,0.75,11.1,6,0,0
450,11.9,0.39,0.69,0.095,35.0,0.9994,0.61,10.8,6,0,0
1215,8.8,0.27,0.46,0.095,29.0,0.99488,0.56,11.3,6,0,0
64,7.2,0.725,0.05,0.086,11.0,0.9962,0.39,10.9,5,0,1
261,7.0,0.975,0.04,0.087,67.0,0.99565,0.6,9.4,4,0,1
124,7.8,0.5,0.17,0.082,102.0,0.996,0.48,9.5,5,0,0
997,5.6,0.66,0.0,0.087,11.0,0.99378,0.63,12.8,7,1,1
120,7.3,1.07,0.09,0.178,89.0,0.9962,0.57,9.0,5,0,1
1072,7.2,0.35,0.26,0.083,75.0,0.9968,0.58,9.5,6,0,0
953,10.2,0.34,0.48,0.052,9.0,0.99458,0.69,12.1,7,1,0
466,10.3,0.5,0.42,0.069,51.0,0.9982,0.72,11.5,6,0,0
1093,9.2,0.31,0.36,0.079,31.0,0.99615,0.86,12.0,7,1,0
866,6.8,0.49,0.22,0.071,24.0,0.99438,0.83,11.3,6,0,0
1082,7.2,0.38,0.3,0.073,70.0,0.99685,0.59,9.5,6,0,0
1283,8.7,0.63,0.28,0.096,69.0,0.99734,0.63,10.2,6,0,1
1224,12.6,0.39,0.49,0.08,20.0,0.9992,0.82,10.3,6,0,0
463,8.1,0.66,0.7,0.098,129.0,0.9972,0.53,9.0,5,0,1
1102,6.1,0.48,0.09,0.078,30.0,0.99402,0.54,11.2,6,0,0
105,8.1,0.575,0.22,0.077,65.0,0.9967,0.51,9.2,5,0,0
12,5.6,0.615,0.0,0.089,59.0,0.9943,0.52,9.9,5,0,1
552,9.5,0.46,0.24,0.092,44.0,0.998,0.74,10.0,6,0,0
1079,7.9,0.3,0.68,0.05,278.0,0.99316,0.51,12.3,7,1,0
532,11.9,0.38,0.49,0.098,42.0,1.0004,0.61,10.3,5,0,0
983,9.1,0.5,0.3,0.065,17.0,0.99774,0.71,10.5,6,0,0
138,7.8,0.56,0.19,0.081,105.0,0.9962,0.54,9.5,5,0,0
829,5.9,0.61,0.08,0.071,24.0,0.99376,0.77,11.1,6,0,1
241,12.0,0.38,0.56,0.093,24.0,0.99925,0.71,10.9,6,0,0
1355,6.1,0.32,0.25,0.086,32.0,0.99464,0.44,10.1,5,0,0
1386,7.4,0.64,0.07,0.1,23.0,0.9961,0.58,9.6,5,0,1
923,6.8,0.41,0.31,0.084,45.0,0.99824,0.64,10.1,6,0,0
731,8.9,0.875,0.13,0.088,14.0,0.9994,0.52,11.5,5,0,1
191,6.4,0.37,0.25,0.074,49.0,0.9974,0.62,9.8,6,0,0
1118,7.1,0.39,0.12,0.065,24.0,0.99252,0.53,13.3,6,1,0
1429,7.9,0.18,0.4,0.049,67.0,0.996,0.93,11.3,5,0,0
1265,7.2,0.57,0.05,0.081,36.0,0.99564,0.6,10.3,6,0,0
19,7.9,0.32,0.51,0.341,56.0,0.9969,1.08,9.2,6,0,0
447,9.3,0.48,0.29,0.127,16.0,0.9968,0.72,11.2,5,0,0
1274,7.8,0.58,0.13,0.102,36.0,0.9944,0.53,11.2,6,0,0
1140,7.3,0.4,0.3,0.08,79.0,0.9969,0.65,9.5,6,0,0
136,8.3,0.715,0.15,0.089,52.0,0.9968,0.77,9.5,5,0,1
408,10.4,0.34,0.58,0.174,16.0,0.997,0.7,11.3,6,0,0
585,7.6,0.51,0.24,0.091,38.0,0.998,0.66,9.6,6,0,0
291,11.0,0.2,0.48,0.343,18.0,0.9979,0.71,10.5,5,0,0
28,7.1,0.71,0.0,0.08,35.0,0.9972,0.55,9.4,5,0,1
1212,6.8,0.65,0.02,0.078,15.0,0.99498,0.62,10.4,6,0,1
666,8.3,0.49,0.36,0.222,16.0,0.998,0.6,9.5,6,0,0
901,7.4,0.635,0.1,0.08,33.0,0.99736,0.69,10.8,7,0,1
336,8.9,0.43,0.45,0.052,16.0,0.9948,0.7,12.5,6,1,0
249,7.3,0.66,0.0,0.084,23.0,0.9983,0.96,9.9,6,0,1
1239,6.5,0.67,0.0,0.057,20.0,0.99488,0.56,11.8,4,1,1
